airport_code,ident,airport_type,name,latitude,longitude,elevation,iata
6197,GODK,small_airport,Kolda North Airport,12.8985004425,-14.9680995941,33,SN
6401,DT70,small_airport,Medenine Airport,33.3502006531,10.4440002441,427,TN
27232,FV76,small_airport,Kwekwe East Airport,-19.010799408,30.0251998901,4025,ZW
27233,FV77,small_airport,Mhangura Airport,-16.9101009369,30.2423000336,4078,ZW
27277,FAAN,small_airport,Aliwal North Airport,-30.6800003052,26.7299995422,4405,ZA
27278,FABW,small_airport,Beaufort West Airport,-32.2999992371,22.6700000763,2941,ZA
27279,FABS,small_airport,Brits Airport,-25.5323009491,27.7758998871,3756,ZA
27280,FACK,small_airport,Christiana Airport,-27.8777008057,25.2017993927,3978,ZA
27281,FAEM,small_airport,Empangeni Airport,-28.7199993134,31.8899993896,251,ZA
27282,FAFK,small_airport,Fisantekraal Airport,-33.7700004578,18.7399997711,410,ZA
27283,FAGI,small_airport,Giyani Airport,-23.2833003998,30.6499996185,1584,ZA
27284,FAHG,small_airport,Heidelburg Airport,-26.5100002289,28.3899993896,5089,ZA
27285,FAHH,small_airport,Hibberdene Airport,-30.6299991608,30.5200004578,89,ZA
27286,ZA-0003,small_airport,Koppies Airport,-27.25,27.5499992371,,ZA
27287,FAKE,small_airport,Keimouth Airport,-32.7000007629,28.3500003815,222,ZA
27288,FAKT,small_airport,Kitty Hawk Airport,-25.8600006104,28.4500007629,4619,ZA
27289,FANS,small_airport,Nelspruit Airport,-25.5,30.9137992859,2875,ZA
27290,FAPA,small_airport,Port Alfred Airport,-33.5541992188,26.8777008057,307,ZA
27291,FAPZ,small_airport,Progress Airport,-33.9300003052,25.3700008392,748,ZA
27292,FASJ,small_airport,Saffier Airport,-26.7600002289,27.7600002289,4700,ZA
27294,FASR,small_airport,Standerton Airport,-26.9270000458,29.2099990845,5200,ZA
27295,FASH,small_airport,Stellenbosch Airport,-33.9799995422,18.8199996948,295,ZA
27296,FATR,small_airport,Trennery's Airport,-32.6385993958,28.4242992401,114,ZA
27297,FAVP,small_airport,Vanderbijlpark Airport,-26.6902999878,27.7770996094,4861,ZA
27298,FAWA,small_airport,Warmbaths Airport,-24.9099998474,28.2999992371,3655,ZA
27299,FAWD,small_airport,Wolmeransstad Airport,-27.1700000763,25.9799995422,4513,ZA
27300,BZB,medium_airport,Bazaruto Island Airport,-21.5410995483,35.4729003906,,MZ
27301,BCW,medium_airport,Benguera Island Airport,-21.8533000946,35.4383010864,,MZ
27302,IBL,medium_airport,Indigo Bay Lodge Airport,-21.7080001831,35.4528007507,,MZ
27303,MZ-0004,small_airport,Magaruque Airport,-21.9672451019,35.4247283936,,MZ
27304,MZ-0005,small_airport,Paradise Island Airport,-21.6149997711,35.3380012512,,MZ
27305,FBXG,small_airport,Xugana Airport,-19.0499992371,23.0900001526,,BW
27306,FBXB,small_airport,Xaxaba Airport,-19.5505008698,23.0548000336,3100,BW
28119,HABC,small_airport,Baco Airport,5.7828698158,36.5620002747,,ET
28145,HIL,small_airport,Shilavo Airport,6.0833301544,44.7667007446,1296,ET
28480,HKES,small_airport,Eliye Springs Airport,3.2166700363,35.9667015076,1395,KE
28481,HKAM,medium_airport,Amboseli Airport,-2.6450500488,37.2531013489,3755,KE
28482,BMQ,small_airport,Bamburi Airport,-3.9819096237,39.7307682037,,KE
28483,DITB,small_airport,Tabou Airport,4.4378094673,-7.3627281189,39,CI
28485,HKNK,small_airport,Nakuru Airport,-0.2980670035,36.1593017578,6200,KE
28486,FYGK,small_airport,Geluk Kuala Lodge Airport,-24.6299991608,15.9392004013,857,NA
29533,NA-0001,small_airport,Afro Venture Airport,-24.8377990723,15.9069004059,2907,NA
29534,FYAM,small_airport,Aminuis Airstrip,-23.6557998657,19.3516998291,4012,NA
29535,NA-0002,small_airport,Aminuis Pan Landing Site,-23.6072006226,19.9158000946,4075,NA
29536,NA-0003,small_airport,Anib Lodge Landing Site,-24.4347000122,18.1044006348,3950,NA
29537,NA-0004,small_airport,Aranos Airstrip,-24.1282997131,19.1149997711,3904,NA
29538,NA-0005,small_airport,Aranos Pan Landing Site,-24.1093997955,19.2882995605,3891,NA
29539,FYAB,small_airport,Aroab B Airport,-26.7761001587,19.6331005096,3235,NA
29540,NA-0006,small_airport,Auob Lodge Airport,-24.8227996826,18.7628002167,3730,NA
29541,FYAS,small_airport,Aus Airport,-26.6938991547,16.3188991547,4856,NA
29542,NA-0007,closed,Basaroot Landing Site,-23.7583007812,18.2938995361,4163,NA
29543,NA-0008,small_airport,Bitterwasser N. Sta Airport,-23.8658008575,17.9911003113,4150,NA
29544,NA-0009,small_airport,Bitterwasser North Airport,-23.8672008514,17.9799995422,4154,NA
29545,FYBJ,small_airport,Bitterwasser Lodge & Flying Club Airfield,-23.875,17.9911003113,4167,NA
29546,NA-0010,small_airport,Blumfelde Pan Landing Site,-23.5650005341,18.371099472,4219,NA
29547,NA-0011,small_airport,Bush Breaks Lodge Landing Site,-22.3278007507,19.7506008148,4734,NA
29548,FYXX,small_airport,Canon Lodge Airport,-27.6597003937,17.8377990723,3058,NA
29549,NA-0012,small_airport,Caprivi Strip,-18.1180992126,21.6243991852,3314,NA
29550,NA-0013,small_airport,Derm East Pan Landing Site,-23.6667003632,18.2166996002,4219,NA
29551,NA-0014,small_airport,Dordabis Carpet Airport,-22.9543991089,17.6396999359,4970,NA
29552,NA-0015,small_airport,Eirup Landing Site,-24.2318992615,18.4092006683,3921,NA
29553,NA-0016,small_airport,Eureka Na Airport,-21.1980991364,17.821100235,4705,NA
29554,NA-0017,small_airport,Georgia Peter Schomarz Landing Site,-23.2805995941,18.6341991425,4298,NA
29555,FYGB,small_airport,Gobabis Airport,-22.5044002533,18.9731006622,4731,NA
29556,FYGC,small_airport,Gochas Airstrip,-24.8563995361,18.8178005219,3714,NA
29557,NA-0018,small_airport,Greub Landing Site,-23.1219005585,16.7336006165,5604,NA
29558,NA-0019,small_airport,Grootpan East Landing Site,-23.5431003571,18.3841991425,4259,NA
29559,NA-0020,small_airport,Hannover N Airport,-23.3619003296,17.803899765,4459,NA
29560,NA-0021,small_airport,Haribes Dam Strip,-24.621099472,17.5408000946,3894,NA
29561,NA-0022,small_airport,Hetaku Game Lodge Landing Site,-21.9818992615,18.5072002411,5128,NA
29562,FYIA,small_airport,Intu Africa Pan Airport,-24.088300705,17.9517002106,4012,NA
29563,NA-0023,small_airport,Judaea Strip,-23.7458000183,18.0911006927,4216,NA
29564,NA-0024,small_airport,Julia Landing Site,-22.9699993134,18.1938991547,4616,NA
29565,FYKE,small_airport,Kalahari Game Lodge Airport,-25.6511001587,19.8780994415,3182,NA
29566,FYKD,small_airport,Kalkfeld Airport,-20.9013996124,16.2077999115,5059,NA
29567,NA-0025,small_airport,Kalkrand Pan Landing Site,-24.0622005463,17.5969009399,4022,NA
29568,FYKJ,small_airport,Kamanjab Airport,-19.5205993652,14.8233003616,4259,NA
29569,NA-0026,small_airport,Kamombombe East Airport,-21.614200592,16.0555992126,4098,NA
29570,NA-0027,small_airport,Kansimba Landing Site,-22.0447006226,16.1786003113,4098,NA
29571,FYKA,small_airport,Karibib Airport,-21.8477993011,15.9027996063,3829,NA
29572,NA-0028,small_airport,Kentani Landing Site,-23.8621997833,17.8572006226,4055,NA
29573,NA-0029,small_airport,Kentucky Sud Pan Landing Site,-22.7450008392,19.3132991791,4554,NA
29574,NA-0030,small_airport,Kerweder Airport,-24.9631004333,16.0135993958,3179,NA
29575,NA-0031,small_airport,Khorab Safari Lodge Airport,-19.6413993835,17.3194007874,4616,NA
29576,NA-0032,small_airport,Kiripotib Landing Site,-23.3283004761,17.9463996887,4475,NA
29577,NA-0033,small_airport,Klein Aub 15M Landing Site,-23.790599823,16.6585998535,5085,NA
29578,NA-0034,small_airport,Klein Aub Pan Ok Landing Site,-23.7805995941,16.6450004578,5105,NA
29579,FYLS,small_airport,Lianshulu Airport,-18.1166992188,23.3932991028,3143,NA
29580,NA-0035,small_airport,Louwater Pan Landing Site,-23.2772006989,17.7236003876,4551,NA
29581,NA-0036,small_airport,Maltahoehe 4 Kal Landing Site,-24.5314006805,17.1844005585,4446,NA
29582,NA-0037,small_airport,Maltahoehe 5 Kal Landing Site,-24.1107997894,17.5641994476,4121,NA
29583,NA-0038,small_airport,Maltahoehe 6 Kal Landing Site,-24.1252994537,17.557800293,4114,NA
29584,NA-0039,small_airport,Maltahoehe 7 Kal Landing Site,-24.3367004395,17.3405990601,4229,NA
29585,NA-0040,small_airport,Maltahoehe 8 Kal Landing Site,-24.3439006805,17.3321990967,4216,NA
29586,NA-0041,small_airport,Maltahoehe 9 Kal Landing Site,-24.510799408,17.1882991791,4439,NA
29587,FYMH,small_airport,Maltahoehe Airstrip,-24.771900177,16.9794006348,4511,NA
29588,NA-0042,small_airport,Mbela Big Wings Landing Site,-23.7425003052,17.911699295,4226,NA
29589,NA-0043,small_airport,Meier Airstrip Landing Site,-24.8918991089,16.2003002167,4849,NA
29590,FYMO,small_airport,Mokuti Lodge Airport,-18.8127994537,17.0594005585,3665,NA
29591,NA-0044,small_airport,Moscow Landing Site,-25.1833000183,19.2569007874,3481,NA
29592,FYME,small_airport,Mount Etjo Airport,-21.0233001709,16.4528007507,5000,NA
29594,NA-0046,small_airport,Namib Naukluft Landing Site,-23.9950008392,15.9306001663,3232,NA
29595,NA-0047,small_airport,Namibia East Air Base,-17.7752990723,25.1867008209,3048,NA
29596,FYNA,small_airport,Namutoni Airport,-18.8064002991,16.9272003174,3579,NA
29597,NA-0048,small_airport,Oha Kaua/Otjiwa Lodge Landing Site,-20.7516994476,16.7985992432,5121,NA
29598,NA-0049,small_airport,Ohlsenhagen Landing Site,-22.2710990906,19.0018997192,4954,NA
29599,FYON,small_airport,Okahandja Airstrip,-22.0139007568,16.8974990845,4321,NA
29600,FYOO,small_airport,Okaukuejo Airport,-19.1492004395,15.9118995667,3911,NA
29601,NA-0050,small_airport,Okosongoro Airport Airport,-21.1180992126,16.0858001709,4872,NA
29602,FYOM,small_airport,Omaruru Airport,-21.4150009155,15.9380998611,3993,NA
29603,FYGL,small_airport,Omaruru Game Lodge Airport,-21.3260993958,16.0893993378,4226,NA
29604,NA-0051,small_airport,Omawewoz Airport,-21.6082992554,19.4085998535,4623,NA
29605,FYOE,small_airport,Omega Airport,-18.0303001404,22.189699173,3346,NA
29606,NA-0052,small_airport,Omuramba Airport,-21.4230995178,19.2835998535,4728,NA
29607,NA-0053,small_airport,Onjossa Airport,-22.1683006287,16.301700592,4055,NA
29608,FYOU,small_airport,Operet Airport,-18.6093997955,17.1497001648,3625,NA
29609,FYSN,small_airport,Osona Airstrip,-22.10779953,16.9797000885,4449,NA
29610,FYOW,small_airport,Otjiwarongo Airport,-20.4347000122,16.6608009338,4859,NA
29611,FYOJ,small_airport,Outjo Airport,-20.0753002167,16.1247005463,4334,NA
29612,FYPO,small_airport,Pokweni Glider Airport,-23.6499996185,17.7299995422,4177,NA
29613,NA-0054,small_airport,Roidina Peter Jo Airport,-21.1877994537,16.0622005463,4600,NA
29614,NA-0055,small_airport,Rostock Ritz Lodge Airport,-23.5422000885,15.8388996124,2927,NA
29615,NA-0056,small_airport,Schlip 1 Road113 Landing Site,-23.9636001587,17.8906002045,4049,NA
29616,NA-0057,small_airport,Schlip 2 67 Road Landing Site,-24.0519008636,17.3696994781,4173,NA
29617,NA-0058,small_airport,Schlip 2 87 Road Landing Site,-24.0571994781,17.1599998474,4383,NA
29618,NA-0059,small_airport,Schlip Kalkrand1 Landing Site,-24.0018997192,16.8941993713,4606,NA
29619,FYSS,small_airport,Sesriem Airstrip,-24.5128002167,15.7467002869,2454,NA
29620,FYSA,small_airport,Skorpion Mine Airport,-27.8763999939,16.6478004456,1870,NA
29621,FYSO,small_airport,Solitaire Airport,-23.900800705,16.004699707,3488,NA
29622,NA-0060,small_airport,Sossusvlei Lodge Landing Site,-24.491399765,15.8235998154,2628,NA
29623,FYSL,small_airport,Sossusvlei Moun Airport,-24.8033008575,15.8910999298,2844,NA
29624,FYSP,small_airport,Stampriet Pan Airport,-24.3521995544,18.4333000183,3819,NA
29625,NA-0061,small_airport,Stamprietpan Ok Landing Site,-24.3497009277,18.3267002106,3822,NA
29626,FYST,small_airport,Strate Airport,-23.9678001404,18.5489006042,4019,NA
29627,FYSM,small_airport,Swakopmund Airport,-22.6618995667,14.5680999756,207,NA
29628,NA-0062,small_airport,Tatave Landing Site,-24.3899993896,18.6681003571,3839,NA
29629,NA-0063,small_airport,Tivoli Landing Site,-23.4617004395,18.0144004822,4386,NA
29630,FYTK,small_airport,Tsumkwe Airport,-19.5849990845,20.4528007507,3780,NA
29631,FYUS,small_airport,Uis Mine Airport,-21.2299995422,14.8671998978,2644,NA
29632,NA-0064,small_airport,Unbekannt Landing Site,-21.1308002472,18.7896995544,4718,NA
29633,NA-0065,small_airport,Weltevrede Rest Landing Site,-24.1807994843,15.9774999619,3563,NA
29634,NA-0066,small_airport,Wittenau Pfanne Landing Site,-23.4638996124,18.8733005524,4222,NA
29635,FYWI,small_airport,Witvlei Airport,-22.4053001404,18.4591999054,4800,NA
29636,NA-0067,small_airport,Witwater West Airport,-24.6732997894,15.7918996811,2402,NA
29637,NA-0068,small_airport,Wohlzufrieden Airport,-24.1905994415,18.1611003876,3960,NA
29638,FYWD,small_airport,Wolwedans Airport,-25.1168994904,16.0006008148,3271,NA
29643,FAAE,small_airport,Aberdeen Airport,-32.4667015076,24.0666999817,2461,ZA
29645,FAAD,small_airport,Adelaide Airport,-32.6831016541,26.2942008972,1955,ZA
29653,FACO,small_airport,Alkantpan Copper Airport,-29.9064006805,22.3166999817,3589,ZA
29661,FQAG,small_airport,Angoche Airport,-16.1818695068,39.9452171326,121,MZ
29667,FYAV,small_airport,Ariamsvley Airport,-28.1189002991,19.8339004517,2549,NA
29669,FAAP,small_airport,Arnot Power Station Airport,-25.9410991669,29.810300827,5594,ZA
29684,FWBG,small_airport,Bangula Airport,-16.5832996368,35.1166992188,302,MW
29685,FABN,closed,Barberton Municipal Airfield,-25.7786006927,31.0174999237,,ZA
29688,FABX,small_airport,Beatrix Airport,-28.2450008392,26.771900177,4518,ZA
29690,FVBB,small_airport,Beit Bridge Airport,-22.2000007629,30.0167007446,1509,ZW
29694,GMMD,small_airport,Beni Mellal Airport,32.4000015259,-6.3333301544,1670,MA
29698,FYBC,small_airport,Bethanien Airport,-26.5897006989,17.1674995422,3222,NA
29699,FABH,small_airport,Bethal Airport,-26.4811000824,29.4668998718,5456,ZA
29704,FDBS,small_airport,Big Bend Sugar E Airport,-26.7999992371,31.8999996185,541,SZ
29706,FQBI,small_airport,Bilene Airport,-25.2659854889,33.2385978699,118,MZ
29709,FABZ,small_airport,Bizana Airport,-30.8603000641,29.863899231,2740,ZA
29713,FABK,small_airport,Bloemhof Airport,-27.6093997955,25.5793991089,4127,ZA
29723,ZA-0103,small_airport,Bredasdorp Airport,-34.6650009155,20.0627994537,30,ZA
29726,FABV,small_airport,Brandviei Airport,-30.4666996002,20.4666996002,2999,ZA
29738,FABP,small_airport,Bultfontain Airport,-28.2752990723,26.1368999481,4383,ZA
29740,FABD,small_airport,Burghersdorp Airport,-30.9775009155,26.3080997467,4734,ZA
29755,FACF,small_airport,Cap St Francis Airport,-34.1869010925,24.8349990845,131,ZA
29756,FACN,small_airport,Carnarvon Airport,-30.9885997772,22.1317005157,4160,ZA
29757,FACL,small_airport,Carolina Airport,-26.0781002045,30.0925006866,5420,ZA
29758,GMMC,small_airport,Anfa Airport,33.5532989502,-7.6613898277,200,MA
29759,GMMT,small_airport,Tit Mellil Airport,33.5974998474,-7.4650001526,322,MA
29779,FWCD,small_airport,Chelinda Malawi Airport,-10.5500001907,33.7999992371,7759,MW
29780,FWCB,small_airport,Chilumba Prv Airport,-10.4333000183,34.25,1611,MW
29781,FLCP,small_airport,Chipata Airport,-13.5583000183,32.5872001648,3360,ZM
29792,FACB,small_airport,Colesberg Airport,-30.7339000702,25.0650005341,4639,ZA
29811,FQCB,small_airport,Cuamba Airport,-14.8149995804,36.5299987793,1919,MZ
29821,FADA,small_airport,De Aar Airport,-30.692199707,24.0205993652,4154,ZA
29823,FADL,small_airport,Delareyville Airport,-26.6791992188,25.4747009277,4469,ZA
29825,FADO,small_airport,Dendron Airport,-23.3805999756,29.3208007813,3399,ZA
29833,FADD,small_airport,Dundee Airport,-28.1830997467,30.2224998474,4219,ZA
29837,FADB,small_airport,Dwaalboom Airport,-24.8071994781,26.82970047,3652,ZA
29842,GCLB,small_airport,El Berriel Aeroc Airport,27.7824993134,-15.5072002411,20,ES
29845,GMMJ,small_airport,El Jadida Airport,33.2332992554,-8.5166702271,92,MA
29846,FAER,small_airport,Ellisras Matimba Airport,-23.7266998291,27.6882991791,2799,ZA
29853,FYEK,small_airport,Epukiro Airport,-21.786699295,19.1061000824,4892,NA
29857,FAES,small_airport,Eshowe Airport,-28.8801994324,31.4549007416,1601,ZA
29859,HLSD,small_airport,Essider Airport,30.625,18.3516998291,20,LY
29860,FAEC,small_airport,Estcourt Airport,-29.0471992493,29.9106006622,4262,ZA
29867,GMFU,small_airport,Fes Sefrou Airport,34.0080986023,-4.9655599594,1539,MA
29871,FAFO,small_airport,Fort Beaufort Airport,-32.7905006409,26.5776996613,1581,ZA
29878,FAFR,small_airport,Fraserburg Airport,-31.9339008331,21.5025005341,4180,ZA
29879,FAFW,small_airport,Freeway Airport,-25.4771995544,28.2900009155,3819,ZA
29891,FBGZ,small_airport,Ghanzi Airport,-21.6924991608,21.6581001282,3730,BW
29892,FAGS,small_airport,Giants Castle Airport,-29.2696990967,29.5660991669,6086,ZA
29893,FAGJ,small_airport,Gifvlei Airport,-30.3833007813,20.0333003998,3199,ZA
29895,HEEM,small_airport,Giza Embaba Airport,30.0746994019,31.191400528,59,EG
29900,FVGO,small_airport,Gokwe Airport,-18.2000007629,28.9167003632,4199,ZW
29907,FAGO,small_airport,Setting Sun Airport,-24.702999115,31.5888004303,1310,ZA
29908,FACD,small_airport,Gradock Airport,-32.1567001343,25.6455993652,3110,ZA
29911,FYGV,small_airport,Gravenstein Prv Airport,-23.4589004517,17.497800827,4370,NA
29912,FAGV,small_airport,Gravelotte Airport,-23.9167003632,30.7000007629,1650,ZA
29919,FAGL,small_airport,Groblersdal Kob Airport,-25.1868991852,29.4032993317,3051,ZA
29932,FAHK,small_airport,Haakdoornboom Airport,-25.5872001648,28.1158008575,4055,ZA
29935,FAHI,small_airport,Halfweg Airport,-30.013299942,20.1392002106,3159,ZA
29937,FAHJ,small_airport,Harding Airport,-30.5666999817,29.8833007813,2890,ZA
29943,FAHO,small_airport,Heilbron Airport,-27.2786006927,27.9955997467,5200,ZA
29944,FYHH,small_airport,Helmeringhausen Airport,-25.8633003235,16.8099994659,4603,NA
29945,FAHF,small_airport,Henrys Flats Airport,-33.0461006165,25.7168998718,1709,ZA
29948,FAHL,small_airport,Hluhluwe Airport,-28.0083007813,32.2750015259,249,ZA
29950,FAHU,small_airport,H M S Bastard Memorial Airport,-30.5424995422,29.4990005493,4701,ZA
29951,FYHS,small_airport,Hobas Airport,-27.6243991852,17.6933002472,2313,NA
29953,FAHT,small_airport,Hoedspruit Airport,-24.3516998291,30.9493999481,1801,ZA
29959,FAHP,small_airport,Hoopstad Airport,-27.8216991425,25.9169006348,4131,ZA
29964,FAHC,small_airport,Howick Airport,-29.5527992249,30.2110996246,3619,ZA
29970,FAID,small_airport,Idutywa Airport,-32.0999984741,28.3166999817,2530,ZA
29974,FQIA,small_airport,Inhaca Airport,-25.9971446991,32.9293518066,10,MZ
30006,FBKG,small_airport,Kang Airport,-23.6833000183,22.8166999817,3520,BW
30008,FBKY,small_airport,Kanye Airport,-25.0499992371,25.3166999817,4199,BW
30012,FLKS,small_airport,Kasama Airport,-10.2166996002,31.1333007813,4541,ZM
30017,FXKA,small_airport,Katse Airport,-29.3637008667,28.527299881,7000,LS
30023,FAKH,small_airport,Kenhardt Airport,-29.3267002106,21.1886005402,2723,ZA
30034,FAKV,small_airport,Koffyfontein Min Airport,-29.4393997192,24.9885997772,3996,ZA
30036,FAKG,small_airport,Komati Power Station Airport,-26.0932998657,29.4556007385,5289,ZA
30037,FAKO,small_airport,Komga Airport,-32.5928001404,27.8757991791,2178,ZA
30038,FAKP,small_airport,Komatipoort Airport,-25.4402999878,31.9300003052,541,ZA
30045,FAKL,small_airport,Kriel Airport,-26.2511005402,29.1947002411,5262,ZA
30056,FALB,small_airport,Ladybrand Af Airport,-29.1811008453,27.4535999298,5180,ZA
30070,FXLR,small_airport,Leribe Airport,-28.8556003571,28.0527992249,5350,LS
30075,FXLT,small_airport,Letseng Airport,-29.0093002319,28.8547000885,10400,LS
30077,FBTL,small_airport,Limpopo Valley Airport,-22.1891994476,29.1268997192,1772,BW
30087,FLLA,small_airport,Luanshya Zambia Airport,-13.141699791,28.4249992371,4101,ZM
30090,FLKZ,small_airport,Lukuzi Airport,-12.8119001389,32.0648994446,1801,ZM
30093,FALK,small_airport,Lusikisiki Airport,-31.3666992188,29.5832996368,1831,ZA
30095,FALL,small_airport,Lydenburg Airport,-25.1033000946,30.4141998291,4882,ZA
30097,FXMF,small_airport,Mafeteng Airport,-29.8010997772,27.2436008453,5350,LS
30104,FAMY,small_airport,Malmesbury Airport,-33.4618988037,18.700799942,971,ZA
30110,FLMA,small_airport,Mansa Airport,-11.1370000839,28.8726005554,4101,ZM
30111,FAML,small_airport,Manyani Game Lodge Airport,-25.8166999817,25.7166996002,4383,ZA
30126,FWMC,small_airport,Mchinji Airport,-13.8000001907,32.9000015259,3901,MW
30135,FDMH,small_airport,Mhlume Airport,-26.0242004395,31.8099994659,926,SZ
30136,FAMC,small_airport,Middelburg 2 Airport,-31.5471992493,25.0293998718,4022,ZA
30149,FXMK,small_airport,Mokhotlong Airport,-29.2817993164,29.0727996826,7200,LS
30164,FAMO,small_airport,Mossel Bay Airport,-34.1582984924,22.058599472,531,ZA
30170,FLML,small_airport,Mufulira Airport,-12.565199852,28.2943000793,4350,ZM
30176,FVGR,small_airport,Mutara Grand Ref Airport,-18.9775009155,32.4508018494,3333,ZW
30183,FWSU,small_airport,Nchalo Sucoma Airport,-16.2667007446,34.9166984558,230,MW
30185,FDNH,small_airport,Nhlangano Airport,-27.1166667938,31.2166671753,3522,SZ
30201,FWCS,small_airport,Ntchisi Airport,-13.3758001328,33.8644981384,4301,MW
30210,FAOF,small_airport,Jack Duvenhage Airport,-27.9617004395,22.7166004181,4216,ZA
30218,FBOR,small_airport,Orapa Airport,-21.2667007446,25.3166999817,3100,BW
30219,FAOI,small_airport,Orient Glider Airport,-26.0394001007,27.5956001282,5102,ZA
30220,FAOY,small_airport,Orkney Airport,-26.9839000702,26.6513996124,4265,ZA
30222,FAON,small_airport,Ornate Lake St L Airport,-28.0449008942,32.4253997803,59,ZA
30228,GMFA,small_airport,Ouezzane Airport,34.7832984924,-5.6333298683,571,MA
30257,FAPW,small_airport,Pietersrus Airport,-26.6061000824,29.3292007446,5472,ZA
30258,FAPF,small_airport,Piet Retief Airport,-26.9969005585,30.8407993317,4423,ZA
30259,FDNG,small_airport,Piggs Peak Airport,-25.7666664124,31.3666667938,1410,SZ
30262,FAPO,small_airport,Pilgrims Rest Airport,-24.7847003937,30.7922000885,3802,ZA
30275,FAPD,small_airport,Pofadder Airport,-29.1417007446,19.4130992889,3241,ZA
30278,FAPL,small_airport,Pongola Airport,-27.3621997833,31.6067008972,942,ZA
30279,FQPO,small_airport,Ponta do Ouro Airport,-26.8285522461,32.8377075195,92,MZ
30283,FAPT,small_airport,Posmasburg Soil Airport,-28.3386001587,23.07970047,4301,ZA
30291,FAPK,small_airport,Prieska Airport,-29.683599472,22.7705993652,3100,ZA
30294,FAPC,small_airport,Prince Albert Airport,-33.2024993896,22.0321998596,2001,ZA
30302,FAHE,small_airport,Pullenshope Hendrina Airport,-25.9778003693,29.6189002991,5171,ZA
30309,FXQN,small_airport,Qacha's Nek Airport,-30.111700058,28.6718997955,6100,LS
30316,FYRR,small_airport,Rag Rock Airport,-20.5380992889,14.4330997467,2100,NA
30328,FARZ,small_airport,Reitz Airport,-22.7842006683,28.4302997589,5331,ZA
30329,FARI,small_airport,Reivilo Airport,-27.5471992493,24.1725006104,4715,ZA
30344,FARD,small_airport,Riversdale Airport,-34.1116981506,21.2628002167,591,ZA
30365,FASU,small_airport,Sace Airport,-25.9568996429,29.2117004395,5151,ZA
30369,GMMS,small_airport,Safi Airport,32.2832984924,-9.2333297729,171,MA
30400,FASG,small_airport,Schweizer Reneke Airport,-27.1630992889,25.2861003876,4373,ZA
30404,FXSH,small_airport,Sehonghong Airport,-29.7308998108,28.7688999176,6500,LS
30405,FXSM,small_airport,Semonkong Airport,-29.8386001587,28.0599994659,7200,LS
30407,FASN,small_airport,Senekal Airport,-28.3122005463,27.6460990906,4849,ZA
30411,FBSW,small_airport,Shakawe Airport,-18.3738994598,21.8325996399,3379,BW
30412,GMMF,small_airport,Sidi Ifni Xx Airport,29.3666992188,-10.1878004074,190,MA
30416,FDSM,small_airport,Simunye Airport,-26.2000007629,31.9333324432,673,SZ
30419,FASM,small_airport,Siteka Airport,-29.3250007629,30.1492004395,4400,ZA
30424,FASW,small_airport,Slurry Airport,-25.8155994415,25.8864002228,4692,ZA
30427,FLSW,small_airport,Solwesi Airport,-12.1737003326,26.3651008606,4551,ZM
30428,FAST,small_airport,Somerset East Airport,-32.7501983643,25.5949993134,2349,ZA
30436,FAZQ,small_airport,Star Airport,-26.8931007385,27.6900005341,4754,ZA
30453,FASY,small_airport,Syferfontein Airport,-26.349199295,27.7793998718,5420,ZA
30466,FDTM,small_airport,Tambankulu Airport,-26.1000003815,31.9666805267,811,SZ
30472,GMMO,small_airport,Taroudant Airport,30.5016994476,-8.8275003433,869,MA
30474,GMFZ,small_airport,Taza Airport,34.2332992554,-3.9500000477,1890,MA
30482,FATN,small_airport,Thaba Nchu Tar Airport,-29.3178005219,26.8227996826,4941,ZA
30485,FATH,small_airport,Thohoyandou Airport,-23.0769004822,30.383600235,2021,ZA
30494,FBTS,small_airport,Tshabong Airport,-26.0333003998,22.3999996185,3179,BW
30495,FDTS,small_airport,Tshaneni Airport,-25.9833335876,31.2000007629,1020,SZ
30496,FATK,small_airport,Tsitsikama Fly Airport,-34.0847015381,24.2896995544,381,ZA
30504,FAUH,small_airport,Uitenhage Airport,-33.7853012085,25.3833007813,289,ZA
30515,FAUR,small_airport,Utrecht Airport,-27.6805000305,30.3167991638,4101,ZA
30516,FAVA,small_airport,Vaalputs Airport,-30.1341991425,18.5266990662,3340,ZA
30528,FAVF,small_airport,Verborgenfontei Airport,-31.1658000946,23.8094005585,4360,ZA
30529,FAVW,small_airport,Victoria West Airport,-31.3994007111,23.1564006805,4124,ZA
30538,FAVU,small_airport,Volksrust Airport,-27.3768997192,29.8600006104,5610,ZA
30540,FAVD,small_airport,Vrede Airport,-27.4402999878,29.1530990601,5499,ZA
30542,FAVY,small_airport,Vryheid Airport,-27.7868995667,30.7964000702,3799,ZA
30553,HSWW,medium_airport,Wau Airport,7.7258300781,27.9750003815,1529,SS
30555,FAWR,small_airport,Wavecrest Airport,-32.5896987915,28.5191993713,89,ZA
30558,FAWS,small_airport,Wesselbronn Af Airport,-27.8467006683,26.3505992889,4301,ZA
30561,FAWO,small_airport,Willowmore Airport,-33.2633018494,23.4906005859,2608,ZA
30562,FAWL,small_airport,Williston Airport,-31.383600235,20.932800293,3484,ZA
30563,FATW,small_airport,Witberg Tswalu Airport,-27.2049999237,22.4818992615,3921,ZA
30569,FAWC,small_airport,Worcester Glider Airport,-33.6631011963,19.4153003693,673,ZA
30573,GMAZ,small_airport,Zagora Airport,30.3202991486,-5.8666701317,2631,MA
