airport_code,ident,airport_type,name,latitude,longitude,elevation,iata
31198,FNTO,small_airport,Toto Airport,-7.1463899612,14.2486000061,1775,AO
31201,FOOC,small_airport,Cocobeach Airport,1,9.5830001831,69,GA
31202,FOGF,small_airport,Fougamou Airport,-1.2829999924,10.6169996262,263,GA
31203,FQFU,small_airport,Furancungo Airport,-14.9186000824,33.6282997131,,MZ
31210,FTTE,small_airport,Biltine Airport,14.5170001984,20.8999996185,1680,TD
31211,FTTF,small_airport,Fada Airport,17.1669998169,21.5669994354,1788,TD
31212,FTTG,small_airport,Goz-Beida Airport,12.1999998093,21.466999054,1765,TD
31213,FTTR,small_airport,Zouar Airport,20.4500007629,16.5830001831,2655,TD
31214,FTTZ,small_airport,Bardai Zougra Airport,21.4500007629,17.0499992371,3524,TD
31216,FVAB,small_airport,Aberdeen Airport,-18.1669998169,32.6669998169,4495,ZW
31217,FVAE,small_airport,Braebourne Airport,-16.6669998169,31.2329998016,3600,ZW
31218,FVBI,small_airport,Binga Airport,-17.6480998993,27.3174991608,1950,ZW
31219,FVBL,small_airport,Mabalauta Airport,-21.9169998169,31.466999054,950,ZW
31220,FVBM,small_airport,Bumi Airport,-16.8169994354,28.3500003815,1650,ZW
31221,FVBO,small_airport,Bosbury Airport,-18.216999054,30.1329994202,3940,ZW
31222,FVCC,small_airport,C.C. Strip,-17.4330005646,30.2999992371,4050,ZW
31223,FVCD,small_airport,Chirundu Airport,-16,28.8999996185,1310,ZW
31224,FVCE,small_airport,Celina Airport,-17.5170001984,30.8500003815,4058,ZW
31225,FVCM,small_airport,Cam+Motor Airport,-18.2999992371,29.966999054,3720,ZW
31226,FVCR,small_airport,Chizarira Airport,-17.6830005646,27.8999996185,3280,ZW
31227,FVCV,small_airport,Chivu Airport,-19.033000946,30.8999996185,4790,ZW
31228,FVDA,small_airport,Dawsons Airport,-17.0170001984,30.8999996185,4800,ZW
31229,FVDE,small_airport,Deka Airport,-18.1000003815,26.716999054,1750,ZW
31230,FVDU,small_airport,Dudley Airport,-18.283000946,31.4829998016,4986,ZW
31231,FVED,small_airport,Eduan Airport,-18.7670001984,29.783000946,3900,ZW
31232,FVFG,small_airport,Fothergill Airport,-16.7000007629,28.6669998169,1630,ZW
31233,FVFI,small_airport,Filabusi Airport,-20.533000946,29.2670001984,3525,ZW
31234,FVGD,small_airport,Gwanda Airport,-20.8999996185,29,3328,ZW
31235,FVGT,small_airport,Gaths Mine Airport,-19.9829998016,30.5,3454,ZW
31236,FVGW,small_airport,Gweru Airport,-19.5499992371,29.7329998016,4660,ZW
31237,FVHP,small_airport,Home Park Airport,-18.2000007629,31.7329998016,5150,ZW
31238,FVHY,small_airport,Hippo Valley Airport,-21.0499992371,31.6669998169,1420,ZW
31239,FVIN,small_airport,Induna Airport,-20.0830001831,28.7000007629,4489,ZW
31240,FVIT,small_airport,Itafa Airport,-18.2999992371,29.8829994202,3800,ZW
31241,FVKK,small_airport,Kwekwe Airport,-18.9333000183,29.8428001404,4000,ZW
31242,FVKW,small_airport,Mkwasine Airport,-20.7999992371,31.8169994354,1620,ZW
31243,FVKZ,small_airport,Kezi Airport,-20.9169998169,28.4829998016,3300,ZW
31244,FVLA,small_airport,Langford Airport,-17.9330005646,30.9500007629,4600,ZW
31245,FVLG,small_airport,Longuiel Airport,-17,29.6329994202,4200,ZW
31246,FVLU,small_airport,Lusulu Airport,-18.0830001831,27.8670005798,3240,ZW
31247,FVMA,small_airport,Marondera Airport,-18.1830005646,31.466999054,5370,ZW
31248,FVMB,small_airport,Mashumbi Airport,-16.1669998169,30.5669994354,1240,ZW
31249,FVMF,small_airport,Mabikwa Airport,-18.7329998016,27.533000946,3450,ZW
31250,FVMK,small_airport,Mkonono Airport,-17.716999054,30.4169998169,4650,ZW
31251,FVMN,small_airport,Mana Pools Airport,-15.7670001984,29.3829994202,1300,ZW
31252,FVMS,small_airport,Middle Sabi Airport,-20.216999054,32.3670005798,1510,ZW
31253,FVMW,small_airport,Murewa Airport,-17.6499996185,31.7999992371,4579,ZW
31254,FVNY,small_airport,Nyanyadzi Airport,-19.7329998016,32.4329986572,1850,ZW
31255,FVPL,small_airport,Plumtree Airport,-20.4829998016,27.783000946,4527,ZW
31256,FVRA,small_airport,Ratelshoek Airport,-20.1669998169,32.8330001831,3250,ZW
31257,FVRE,small_airport,Renroc Airport,-16.966999054,29.5669994354,4200,ZW
31258,FVRT,small_airport,Rutenga Airport,-21.2329998016,30.7329998016,1825,ZW
31259,FVRU,small_airport,Rusape Airport,-18.533000946,32.1329994202,4560,ZW
31260,FVSE,small_airport,Sanyati Estate Airport,-17.966999054,29.216999054,2790,ZW
31261,FVSN,small_airport,Sun Yet Sen Airport,-21.3330001831,28.5170001984,2891,ZW
31262,FVSV,small_airport,Spray View Airport,-17.9169998169,25.8169994354,3210,ZW
31263,FVSX,small_airport,Sengwa Gorge Airport,-18.1669998169,28.8500003815,2900,ZW
31264,FVSY,small_airport,Siyalima Airport,-16.6329994202,30.6499996185,4540,ZW
31265,FVTA,small_airport,Tashinga Airport,-16.8169994354,28.4330005646,1630,ZW
31266,FVTD,small_airport,Tinfields Airport,-19.9500007629,31.4330005646,3600,ZW
31267,FVTE,small_airport,Tengwe Airport,-17.1170005798,29.6170005798,4000,ZW
31268,FVTJ,small_airport,Tonje Airport,-20.3169994354,32.3499984741,1500,ZW
31269,FVTS,small_airport,Tsholothso Airport,-19.7670001984,27.7670001984,3580,ZW
31270,FVTU,small_airport,Tuli Airport,-21.9349250793,29.1963386536,1940,ZW
31271,FVWD,small_airport,Wedza Airport,-18.6170005798,31.5830001831,4600,ZW
31272,FVYT,small_airport,Inyati Airport,-19.7000007629,28.8500003815,4400,ZW
31273,FVZC,small_airport,Zisco Airport,-19.033000946,29.716999054,3975,ZW
31274,FVZK,small_airport,Zaka Airport,-20.3500003815,31.4169998169,2550,ZW
31275,FWCT,small_airport,Chitipa Airport,-9.6999998093,33.266998291,4270,MW
31276,FWDZ,small_airport,Dedza Airport,-14.3830003738,34.3170013428,5240,MW
31277,FWKK,small_airport,Nkhota Kota Airport,-12.9169998169,34.266998291,1720,MW
31278,FWLP,small_airport,Lifupa Airport,-13.0500001907,33.1500015259,3326,MW
31279,FWMZ,small_airport,Mzimba Airport,-11.8830003738,33.6170005798,4440,MW
31280,FWNB,small_airport,Ngabu Airport,-16.4829998016,34.8499984741,450,MW
31281,FWSJ,small_airport,Nsanje Airport,-16.9169998169,35.25,200,MW
31282,FWTK,small_airport,Mtakatata Airport,-14.2170000076,34.533000946,1725,MW
31283,FXBB,small_airport,Bobete Airport,-29.4249992371,28.6669998169,7100,LS
31284,FXKB,small_airport,Kolberg Airport,-29.3803005219,28.4906997681,7000,LS
31285,FXMA,small_airport,Matsaile Airport,-29.8405990601,28.7763996124,6200,LS
31286,FXMH,small_airport,Mohale's Hoek Airport,-30.1445007324,27.4708003998,5146,LS
31287,FXML,small_airport,Malefiloane Airstrip,-29.3355007172,29.185300827,8267,LS
31288,FXMN,small_airport,Mantsonyane Airport,-29.5461006165,28.2709999084,7100,LS
31289,FXMP,small_airport,Mohlanapeng Airport,-29.5830001831,28.6830005646,7294,LS
31290,FXMS,small_airport,Mashai Store Airport,-29.6830005646,28.7999992371,7300,LS
31291,FXMT,small_airport,Matabeng Store Airport,-29.783000946,28.7670001984,6300,LS
31292,FXMV,small_airport,Matabeng Village Airport,-29.814699173,28.8082008362,6150,LS
31293,FXNH,small_airport,Nohanas Airport,-30.0669994354,27.8670005798,5400,LS
31294,FXSE,small_airport,Sehlabathebe Airport,-29.9158000946,29.0387992859,7300,LS
31295,FXST,small_airport,St. Theresa Airport,-29.6170005798,28.783000946,6800,LS
31296,FXTB,small_airport,Tebellong Airport,-30.0499992371,28.4330005646,5600,LS
31297,FYMB,small_airport,Meob Bay Landing Site,-24.6170005798,14.6829996109,20,NA
31299,FZAD,small_airport,Celo Zongo Airport,-4.7829999924,14.9169998169,1660,CD
31300,FZAE,small_airport,Kimpoko Airport,-4.2170000076,15.5670003891,1017,CD
31301,FZAF,small_airport,Nsangi Airport,-5.5999999046,15.3170003891,2297,CD
31302,FZAH,small_airport,Tshela Airport,-4.9829998016,12.9329996109,361,CD
31303,FZAN,small_airport,Inga Airport,-5.5316700935,13.5794000626,741,CD
31304,FZAP,small_airport,Lukala Airport,-5.5170001984,14.5,1312,CD
31305,FZAS,small_airport,Inkisi Airport,-5.1669998169,15,1968,CD
31306,FZAU,small_airport,Konde Airport,-5.75,12.25,7,CD
31307,FZAW,small_airport,Kwilu-Ngongo Airport,-5.5,14.6999998093,1296,CD
31308,FZAX,small_airport,Luheki Airport,-4.8499999046,13.7670001984,984,CD
31309,FZAY,small_airport,Mvula Sanda Airport,-5.632999897,13.4169998169,1148,CD
31310,FZBB,small_airport,Bongimba Airport,-3.382999897,20,1476,CD
31311,FZBC,small_airport,Bikoro Airport,-0.7329999804,18.1329994202,1312,CD
31312,FZBD,small_airport,Oshwe Airport,-3.382999897,19.5,1542,CD
31313,FZBE,small_airport,Beno Airport,-3.5999999046,17.783000946,1345,CD
31314,FZBF,small_airport,Bonkita Airport,-3.0999999046,18.7329998016,931,CD
31315,FZBG,small_airport,Kempa Airport,-2.9330000877,18.3999996185,1148,CD
31316,FZBH,small_airport,Isongo Airport,-1.3999999762,18.3999996185,1020,CD
31317,FZBJ,small_airport,Mushie Airport,-3,16.9330005646,1214,CD
31318,FZBK,small_airport,Boshwe Airport,-3.0666599274,18.6417007446,1181,CD
31319,FZBL,small_airport,Djokele Airport,-3.0499999523,17.1000003815,1007,CD
31320,FZBN,small_airport,Malebo Airport,-2.4670000076,16.5499992371,1411,CD
31321,FZBP,small_airport,Bolongonkele Airport,-2.7999899387,19.9083003998,1158,CD
31322,FZBQ,small_airport,Bindja Airport,-3.3833301067,19.6597003937,1201,CD
31323,FZBS,small_airport,Semendua Airport,-3.1830000877,18.0830001831,1148,CD
31324,FZBU,small_airport,Ipeke Airport,-2.4830000401,18.25,1017,CD
31325,FZBV,small_airport,Kempile Airport,-2.7170000076,18.1329994202,984,CD
31326,FZBW,small_airport,Basengele Airport,-1.9170000553,17.9169998169,1309,CD
31327,FZCD,small_airport,Vanga Airport,-4.4000000954,18.466999054,1312,CD
31328,FZCF,small_airport,Kahemba Airport,-7.3330001831,19.0170001984,3425,CD
31329,FZCI,small_airport,Banga Airport,-5.4499998093,20.4500007629,2493,CD
31330,FZCK,small_airport,Kajiji Airport,-7.617000103,18.5499992371,3510,CD
31331,FZCL,small_airport,Banza Lute Airport,-4.1999998093,17.8330001831,1476,CD
31332,FZCM,small_airport,Mangai Ii Airport,-4.0830001831,19.5,1410,CD
31333,FZCO,small_airport,Boko Airport,-5.3000001907,16.8500003815,2297,CD
31334,FZCP,small_airport,Popokabaka Airport,-5.6999998093,16.5830001831,1575,CD
31335,FZCR,small_airport,Busala Airport,-4.132999897,18.716999054,1312,CD
31336,FZCS,small_airport,Kenge Airport,-4.8388900757,17.0291996002,1808,CD
31337,FZCT,small_airport,Fatundu Airport,-4.132999897,17.2999992371,1526,CD
31338,FZCU,small_airport,Ito Airport,-3.3329999447,17.466999054,1148,CD
31339,FZCW,small_airport,Kikongo Sur Wamba Airport,-4.2670001984,17.2670001984,1312,CD
31340,FZCX,small_airport,Kimafu Airport,-4.5999999046,17.5830001831,1312,CD
31341,FZCY,small_airport,Yuki Airport,-4.0830001831,19.4330005646,1398,CD
31342,FZDA,small_airport,Malanga Airport,-5.5329999924,14.8500003815,1247,CD
31343,FZDB,small_airport,Kimbau Airport,-5.617000103,17.6000003815,1640,CD
31344,FZDD,small_airport,Wamba Luadi Airport,-6.5500001907,17.3999996185,2297,CD
31345,FZDE,small_airport,Tono Airport,-6.5500001907,18.2000007629,2461,CD
31346,FZDF,small_airport,Nzamba Airport,-6.8330001831,17.6669998169,2953,CD
31347,FZDG,small_airport,Nyanga Airport,-5.9670000076,20.4169998169,2231,CD
31348,FZDH,small_airport,Ngi Airport,-4.4169998169,17.1669998169,1509,CD
31349,FZDJ,small_airport,Mutena Airport,-6.7670001984,21.1499996185,2395,CD
31350,FZDK,small_airport,Kipata Katika Airport,-5.0329999924,17.6499996185,2133,CD
31351,FZDL,small_airport,Kolokoso Airport,-4.4499998093,17.4169998169,1312,CD
31352,FZDM,small_airport,Masamuna Airport,-4.8000001907,17.5830001831,1476,CD
31353,FZDN,small_airport,Mongo Wa Kenda Airport,-6.9000000954,16.9500007629,1804,CD
31354,FZDO,small_airport,Moanza Airport,-5.5329999924,17.6170005798,2297,CD
31355,FZDP,small_airport,Mukedi Airport,-5.6999998093,19.7670001984,1804,CD
31356,FZDQ,small_airport,Mazelele Airport,-7.2829999924,17.033000946,1650,CD
31357,FZDR,small_airport,Bokela Airport,-1.1499999762,21.8999996185,1210,CD
31358,FZDS,small_airport,Yasa Bongo Airport,-4.4499998093,17.783000946,2008,CD
31359,FZDT,small_airport,Matari Airport,-6.1999998093,17.6499996185,2559,CD
31360,FZDU,small_airport,Kimpangu Airport,-5.8330001831,15,2133,CD
31361,FZDY,small_airport,Missayi Airport,-3.882999897,17.3500003815,1280,CD
31362,FZEB,small_airport,Monieka Airport,-0.0670000017,19.9829998016,1253,CD
31363,FZEI,small_airport,Ingende Airport,0.25,18.9330005646,1246,CD
31364,FZEM,small_airport,Yembe Moke Airport,-4.6830000877,18.216999054,1220,CD
31365,FZEO,small_airport,Beongo Airport,1.0169999599,20.6000003815,1279,CD
31366,FZEP,small_airport,Mentole Airport,1.3170000315,20.7000007629,1295,CD
31367,FZER,small_airport,Kodoro Airport,1.2829999924,20.3330001831,1312,CD
31368,FZES,small_airport,Ngumu Airport,1.4670000076,20.2999992371,1227,CD
31369,FZFB,small_airport,Imesse Airport,2.5169999599,18.283000946,1110,CD
31370,FZFC,small_airport,Engengele Airport,2.0999999046,22.6972007751,1279,CD
31371,FZFE,small_airport,Abumumbazi Airport,3.6830000877,22.1499996185,1499,CD
31372,FZFF,small_airport,Bau Airport,3.7330000401,19.0830001831,1640,CD
31373,FZFG,small_airport,Bokada Airport,4.117000103,19.4169998169,1647,CD
31374,FZFH,small_airport,Mokaria-Yamoleka Airport,2.117000103,23.283000946,1378,CD
31375,FZFJ,small_airport,Goyongo Airport,4.1830000877,19.783000946,1640,CD
31376,FZFL,small_airport,Kala Airport,3.383611111,18.654722222,1640,CD
31377,FZFN,small_airport,Lombo Airport,4.4388899803,19.5389003754,2331,CD
31378,FZFQ,small_airport,Mpaka Airport,4.117000103,19.216999054,1969,CD
31379,FZFR,small_airport,Mombongo Airport,1.6499999762,23.1499996185,1476,CD
31380,FZFS,small_airport,Karawa Airport,3.367000103,20.2999992371,1640,CD
31381,FZFT,small_airport,Tandala Airport,2.9775845186,19.3514084816,1640,CD
31382,FZFV,small_airport,Gbado Airport,3.882999897,20.783000946,1476,CD
31383,FZFW,small_airport,Gwaka Airport,2.4670000076,20.1000003815,1476,CD
31384,FZGB,small_airport,Bosondjo Airport,1.8669999838,21.783000946,1312,CD
31385,FZGC,small_airport,Bolila Airport,1.8500000238,23.1170005798,1279,CD
31386,FZGE,small_airport,Binga Airport,2.4330000877,20.5,1476,CD
31387,FZGF,small_airport,Bokungu Airport,-0.6830000281,22.3330001831,1214,CD
31388,FZGG,small_airport,Mondombe Airport,-0.8830000162,22.8169994354,1457,CD
31389,FZGH,small_airport,Wema Airport,-0.4329999983,21.6499996185,1368,CD
31390,FZGI,small_airport,Yalingimba Airport,2.2829999924,22.8500003815,1427,CD
31391,FZGT,small_airport,Boteka Airport,-0.3170000017,19.0669994354,1247,CD
31392,FZGX,small_airport,Monkoto Airport,-1.6000000238,20.6499996185,1282,CD
31393,FZGY,small_airport,Yemo Airport,-0.4670000076,21.9330005646,1525,CD
31394,FZIG,small_airport,KM 95 CFL Airport,-0.150000006,25.3500003815,1591,CD
31395,FZIK,small_airport,Katende Airport,0.3330000043,25.5,1476,CD
31396,FZIZ,small_airport,Lokutu Airport,1.1169999838,23.6170005798,1214,CD
31397,FZJB,small_airport,Doko Airport,3.2330000401,29.5669994354,2874,CD
31398,FZJC,small_airport,Dungu-Uye Airport,3.5999999046,28.8999996185,2378,CD
31399,FZJD,small_airport,Doruma Airport,4.7329998016,27.6830005646,2378,CD
31400,FZJF,small_airport,Aba Airport,3.9000000954,30.25,3051,CD
31401,FZJI,small_airport,Watsa Airport,3.0169401169,29.5592002869,3199,CD
31402,FZJK,small_airport,Faradje Airport,3.7330000401,29.7000007629,2690,CD
31403,FZJN,small_airport,Luniemu Airport,-8.1999998093,24.7329998016,3272,CD
31404,FZJR,small_airport,Kere Kere Airport,2.7330000401,30.533000946,4429,CD
31405,FZKB,small_airport,Bambili-Dingila Airport,3.6500000954,26.1170005798,2050,CD
31406,FZKC,small_airport,Mahagi Airport,2.1670000553,31.1499996185,2555,CD
31407,FZKF,small_airport,Kilomines Airport,1.8170000315,30.2329998016,4593,CD
31408,FZKI,small_airport,Yedi Airport,2.0329999924,24.7999992371,3642,CD
31409,FZKN,small_airport,Aketi Airport,2.7000000477,23.8330001831,1230,CD
31410,FZKO,small_airport,Ango Airport,4.0289998055,25.8619995117,2133,CD
31411,FZMC,small_airport,Mulungu Airport,-2.9830000401,27.8500003815,2400,CD
31412,FZMD,small_airport,Nzovu Airport,-2.5829999447,27.9829998016,1970,CD
31413,FZMK,small_airport,Bulongo Kigogo Airport,-2.6670000553,28.7999992371,5249,CD
31414,FZMP,small_airport,Kimano Ii Airport,-4.382999897,28.3500003815,2461,CD
31415,FZMW,small_airport,Shabunda Airport,-2.6830000877,27.3330001831,1837,CD
31416,FZNB,small_airport,Katale Airport,-1.3047200441,29.3738994598,4589,CD
31417,FZNC,small_airport,Rutshuru Airport,-1.1670000553,29.4169998169,3707,CD
31418,FZNF,small_airport,Lubero Airport,-0.1330000013,29.25,5906,CD
31419,FZNI,small_airport,Ishasha Airport,-0.75,29.6329994202,820,CD
31420,FZNK,small_airport,Katanda Rusthuru Airport,-0.8000000119,29.3670005798,2297,CD
31421,FZNQ,small_airport,Obaye Airport,-1.3329999447,27.7329998016,2000,CD
31422,FZNR,small_airport,Rwindi Airport,-0.7902780175,29.2749996185,3412,CD
31423,FZOB,small_airport,Tingi-Tingi Airport,-0.7624999881,26.6096992493,862,CD
31424,FZOE,small_airport,Kampene Airport,-3.5829999447,26.7000007629,2034,CD
31425,FZOF,small_airport,Kiapupe Airport,-2.9000000954,27.2999992371,3281,CD
31426,FZOG,small_airport,Lulingu Tshionka Airport,-2.3169999123,27.5499992371,1968,CD
31427,FZOH,small_airport,Moga Airport,-2.4670000076,26.7999992371,2018,CD
31428,FZOJ,small_airport,Obokote Airport,-0.8500000238,26.3330001831,1378,CD
31429,FZOK,small_airport,Kasongo Airport,-4.5329999924,26.6170005798,1785,CD
31430,FZOO,small_airport,Kailo Airport,-2.632999897,26.1000003815,1804,CD
31431,FZOQ,small_airport,Punia-Basenge Airport,-1.4670000076,26.4330005646,1738,CD
31432,FZOR,small_airport,Saulia Airport,-1.5329999924,26.533000946,1870,CD
31433,FZOS,small_airport,Kasese Airport,-1.6330000162,27.0499992371,1863,CD
31434,FZOT,small_airport,Phibraki Airport,-2.9330000877,27.533000946,2100,CD
31435,FZPB,small_airport,Kamituga Airport,-3.0329999924,28.1170005798,3871,CD
31436,FZPC,small_airport,Lugushwa Airport,-3.3169999123,27.8829994202,2300,CD
31437,FZQD,small_airport,Mulungwishi Airport,-10.75,26.6329994202,3500,CD
31438,FZQF,small_airport,Fungurume Airport,-10.5333003998,26.3250007629,3855,CD
31439,FZQH,small_airport,Katwe Airport,-10.5500001907,27.8500003815,5577,CD
31440,FZQI,small_airport,Kamatanda Airport,-10.8330001831,26.75,4261,CD
31441,FZQJ,small_airport,Mwadingusha Airport,-10.75,27.2000007629,3707,CD
31442,FZQN,small_airport,Mutshatsha Airport,-10.5670003891,24.3999996185,3806,CD
31443,FZQP,small_airport,Kisenge Airport,-10.6669998169,23.1669998169,3412,CD
31444,FZQU,small_airport,Lubudi Airport,-9.9329996109,26,4541,CD
31445,FZQV,small_airport,Mitwaba Airport,-8.6450004578,27.3449993134,5240,CD
31446,FZRC,small_airport,Mukoy Airport,-7.5329999924,28.7000007629,5249,CD
31447,FZRD,small_airport,Kabombo Airport,-7.3499999046,28.033000946,1969,CD
31448,FZRE,small_airport,Bukena Airport,-7.75,27.2000007629,3868,CD
31449,FZRG,small_airport,Sominka Airport,-7.4169998169,27.1499996185,2066,CD
31450,FZRJ,small_airport,Pepa Airport,-7.7170000076,29.7999992371,6562,CD
31451,FZRK,small_airport,Kansimba Airport,-7.3169999123,29.1669998169,5413,CD
31452,FZRL,small_airport,Lusinga Airport,-8.9329996109,27.1830005646,5840,CD
31453,FZRN,small_airport,Nyunzu Airport,-5.9330000877,28,2297,CD
31454,FZRO,small_airport,Luvua Airport,-7.9330000877,28.533000946,4298,CD
31455,FZSB,small_airport,Ville Airport,-8.7286100388,24.991399765,3475,CD
31456,FZSC,small_airport,Songa Airport,-8.1000003815,25.033000946,3526,CD
31457,FZSD,small_airport,Sandoa Airport,-9.6330003738,22.8500003815,3022,CD
31458,FZSE,small_airport,Kanene Airport,-9.3000001907,24.6669998169,3707,CD
31459,FZSI,small_airport,Dilolo Airport,-10.7170000076,22.3500003815,3378,CD
31460,FZSJ,small_airport,Kasaji Airport,-10.3500003815,23.4169998169,3297,CD
31461,FZTL,small_airport,Luena Airport,-9.4670000076,25.75,2349,CD
31462,FZTS,small_airport,Kaniama Airport,-7.6999998093,24.0499992371,2871,CD
31463,FZUE,small_airport,Lubondaie Airport,-6.5830001831,22.5,2657,CD
31464,FZUF,small_airport,Kasonga Airport,-6.6500000954,22.3829994202,2707,CD
31465,FZUH,small_airport,Moma Airport,-7.2329998016,22.6000003815,2789,CD
31466,FZUI,small_airport,Mboi Airport,-6.8330001831,22,2789,CD
31467,FZUJ,small_airport,Muambi Airport,-6.6830000877,22.533000946,2493,CD
31468,FZUL,small_airport,Bulape Airport,-4.617000103,21.6000003815,1640,CD
31469,FZUM,small_airport,Mutoto Airport,-5.6999998093,23.716999054,2297,CD
31470,FZUN,small_airport,Luebo Airport,-5.3499999046,21.3330001831,1640,CD
31471,FZUO,small_airport,Musese Airport,-5.5,21.4330005646,1870,CD
31472,FZUP,small_airport,Diboko Airport,-7.0036101341,21.2441997528,2431,CD
31473,FZUR,small_airport,Tshibala Airport,-6.9330000877,22,2287,CD
31474,FZUS,small_airport,Tshikaji Airport,-5.9670000076,22.4169998169,2287,CD
31475,FZUT,small_airport,Katubwe Airport,-6.0500001907,22.6000003815,2461,CD
31476,FZUU,small_airport,Lutshatsha Airport,-6.2170000076,22.0830001831,2329,CD
31477,FZUV,small_airport,Kalonda Airport,-6.4670000076,20.7999992371,1873,CD
31478,FZVC,small_airport,Kole Sur Lukenie Airport,-3.4000000954,22.533000946,1542,CD
31479,FZVD,small_airport,Dingele Airport,-3.5999999046,24.5830001831,1985,CD
31480,FZVE,small_airport,Lomela Airport,-2.2999999523,23.2670001984,1434,CD
31481,FZVF,small_airport,Kutusongo Airport,-2.6670000553,23.1669998169,1722,CD
31482,FZVG,small_airport,Katako'kombe Airport,-3.4670000076,24.4330005646,1978,CD
31483,FZVH,small_airport,Shongamba Airport,-4.3499999046,21.283000946,2133,CD
31484,FZVJ,small_airport,Tshumbe Airport,-4.0999999046,24.3670005798,1804,CD
31485,FZVK,small_airport,Lukombe-Batwa Airport,-4.3330001831,22.0830001831,1640,CD
31486,FZVL,small_airport,Wasolo Airport,-3.9500000477,22.5170001984,1673,CD
31487,FZVN,small_airport,Wembo-Nyama Airport,-4.4829998016,24.4500007629,1801,CD
31488,FZVO,small_airport,Beni-Dibele Airport,-4.0830001831,22.8330001831,1738,CD
31489,FZVP,small_airport,Dikungu Airport,-4.0329999924,24.466999054,1833,CD
31490,FZVT,small_airport,Dekese Airport,-3.4670000076,21.4330005646,1279,CD
31491,FZVU,small_airport,Idumbe Airport,-3.9170000553,21.5830001831,1847,CD
31492,FZWB,small_airport,Bibanga Airport,-6.25,23.9829998016,2953,CD
31493,FZWE,small_airport,Mwene-Ditu Airport,-6.9829998016,23.0830001831,3198,CD
31494,FZWF,small_airport,Kipushi Airport,-6.1669998169,25.1830005646,2953,CD
31495,FZWI,small_airport,Kashia Airport,-7.2170000076,23.75,2887,CD
31496,FZWL,small_airport,Munkamba Airport,-5.7670001984,23.0499992371,2230,CD
31497,FZWR,small_airport,Kisengwa Airport,-6.0170001984,25.8829994202,2428,CD
31498,FZWS,small_airport,Lubao Airport,-5.3000001907,25.7329998016,2625,CD
31499,GAAO,small_airport,Ansongo Airport,15.6999998093,0.5,853,ML
31500,GABD,small_airport,Bandiagara Airport,14.3330001831,-3.5999999046,1312,ML
31501,GABF,small_airport,Bafoulabe Airport,13.8000001907,-10.8500003815,380,ML
31502,GABG,small_airport,Bougouni Airport,11.4499998093,-7.5170001984,1139,ML
31503,GABR,small_airport,Bourem Airport,17.033000946,-0.400000006,941,ML
31504,GADA,small_airport,Dioila Airport,12.5,-6.8000001907,1050,ML
31505,GADZ,small_airport,Douentza Airport,15,-2.9170000553,984,ML
31506,GAFD,small_airport,Faladie Airport,13.1499996185,-8.3330001831,1115,ML
31507,GAKL,small_airport,Kidal Airport,18.4330005646,1.4170000553,1496,ML
31508,GAKM,small_airport,Ke-Macina Airport,13.9670000076,-5.382999897,902,ML
31509,GAKN,small_airport,Kolokani Airport,13.5329999924,-8.0500001907,1457,ML
31510,GAKT,small_airport,Kita Airport,13.0670003891,-9.4829998016,1122,ML
31511,GAMA,small_airport,Markala Airport,13.6999998093,-6.0669999123,1251,ML
31512,GAMK,small_airport,Menaka Airport,15.8500003815,2.4330000877,899,ML
31513,GANF,small_airport,Niafunke Airport,15.9329996109,-4.0170001984,866,ML
31514,HKGA,small_airport,Garissa Airport,-0.4635080099,39.6483001709,475,KE
31517,GFGK,small_airport,Gbangbatok Airport,7.7670001984,-12.3830003738,75,SL
31518,HSKG,small_airport,Khashm El Girba Airport,14.9250001907,35.8779983521,1560,SD
31521,FZWC,small_airport,Gandajika Airport,-6.7329998016,23.9500007629,2618,CD
31525,GFHA,small_airport,Hastings Airport,8.3971300125,-13.1290998459,60,SL
31526,GFTO,small_airport,Tongo Airport,8.2170000076,-11.0670003891,750,SL
31527,DIGA,small_airport,Gagnoa Airport,6.132999897,-5.9499998093,732,CI
31528,DIGL,small_airport,Guiglo Airport,6.5249900818,-7.4786100388,722,CI
31529,HBBE,small_airport,Gitega Airport,-3.4172093868,29.9113082886,5741,BI
31530,GUSI,small_airport,Siguiri Airport,11.4329996109,-9.1669998169,1296,GN
31533,GLBU,small_airport,Buchanan Airport,5.1676502228,-9.2834701538,41,LR
31534,ET-GLC,small_airport,Geladi Airport,6.9844398499,46.4213981628,1383,ET
31535,GLCM,small_airport,Robertsport/Cape Mount Airport,6.8000001907,-11.3669996262,10,LR
31536,HCMR,small_airport,Galcaio Airport,6.7808299065,47.45470047,975,SO
31538,GLLB,small_airport,Lamco Airport,5.867000103,-10.0500001907,30,LR
31539,MA-GLN,small_airport,Goulimime Airport,29.0266990662,-10.0502996445,984,MA
31543,FCOG,small_airport,Gamboma Airport,-1.8669999838,15.8669996262,1509,CG
31544,GMMB,small_airport,Ben Slimane Airport,33.6553993225,-7.221449852,627,MA
31545,HAGH,small_airport,Ghinnir Airport,7.1500000954,40.716999054,6499,ET
31546,HAGB,small_airport,Robe Airport,7.0170001984,40,7892,ET
31547,HAGR,small_airport,Gore Airport,8.1614,35.5529,6580,ET
31548,GQNM,small_airport,Dahara Airport,16.2999992371,-8.0500001907,722,MR
31553,HSGF,small_airport,Azaza Airport,14.1330003738,35.3170013428,1640,SD
